strain	species	species_match	contig_count	N50	largest_contig	ambiguous_bases	ST	virulence_score	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	rmpA	rmpA2	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN
34154_7#110.contigs_spades	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	46	855851	2255736	yes	ST736	0	-	0	-	0	-	0	-	0	-	-	-	KL115	*	Very high	97.20%		O5	*	High	94.08%		ST736	42	22	55	22	11	13	167	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#112.contigs_spades	Klebsiella pneumoniae	strong	48	702061	1344114	yes	ST1427	0	-	0	-	0	-	0	-	0	-	-	-	KL67	?*	Good	94.80%		OL101	?*	Good	92.26%		ST1427	2	1	10	1	9	1	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#116.contigs_spades	Klebsiella pneumoniae	strong	48	298228	682465	yes	ST340	0	-	0	-	0	-	0	-	0	-	-	wzi50	KL15	none	Very high	99.80%		O4	none	Very high	99.63%		ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#118.contigs_spades	Klebsiella pneumoniae	strong	31	367382	1354747	yes	ST14	0	-	0	-	0	-	0	-	0	-	-	wzi2	KL2	none	Very high	99.75%		O1v1	none	Very high	99.99%		ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#119.contigs_spades	Klebsiella pneumoniae	strong	65	294596	506362	yes	ST54	0	-	0	-	0	-	0	-	0	-	-	wzi14	KL14	none	Very high	99.94%		O3b	?	Good	99.26%		ST54	2	1	1	13	16	15	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#11.contigs_spades	Klebsiella pneumoniae	strong	28	374232	918181	yes	ST35	1	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	-	wzi16	KL16	none	Very high	99.41%		O1v1	none	Very high	98.51%		ST35	2	1	2	1	10	1	19	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#122.contigs_spades	Klebsiella pneumoniae	strong	43	326754	629391	yes	ST219	0	-	0	-	0	-	0	-	0	-	-	wzi177	KL114	none	Very high	99.78%		O1v1	none	Very high	98.55%		ST219	2	1	2	3	27	1	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#123.contigs_spades	Klebsiella pneumoniae	strong	75	208170	390609	yes	ST340	0	-	0	-	0	-	0	-	0	-	-	wzi50	KL15	none	Very high	99.75%		O4	none	Very high	99.64%		ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#125.contigs_spades	Klebsiella pneumoniae	strong	31	630789	827632	yes	ST3717-1LV	0	-	0	-	0	-	0	-	0	-	-	wzi34	KL57	none	Very high	98.79%		O1v2	none	Very high	98.56%		ST3717-1LV	2	6	2	5	11	104	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#12.contigs_spades	Klebsiella pneumoniae	strong	63	219836	860921	yes	ST340	0	-	0	-	0	-	0	-	0	-	-	wzi50	KL15	none	Very high	99.80%		O4	none	Very high	99.66%		ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#130.contigs_spades	Klebsiella pneumoniae	strong	60	262748	479091	yes	ST152	1	ybt 10; ICEKp4	325	-	0	-	0	-	0	-	-	wzi110	KL149	none	Very high	99.98%		O4	none	Very high	99.71%		ST152	2	3	2	1	1	4	56	88	12	4	121	21	272	280	3	72	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#131.contigs_spades	Klebsiella pneumoniae	strong	38	602457	922410	yes	ST392	0	-	0	-	0	-	0	-	0	-	-	wzi187	KL27	none	Very high	99.28%		O4	none	Very high	99.71%		ST392	3	4	6	1	7	4	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#134.contigs_spades	Klebsiella pneumoniae	strong	71	363110	775111	yes	ST14	0	-	0	-	0	-	0	-	0	-	-	wzi2	KL2	none	Very high	99.75%		O1v1	none	Very high	99.97%		ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#136.contigs_spades	Klebsiella pneumoniae	strong	61	280266	576776	yes	ST152	1	ybt 10; ICEKp4	325	-	0	-	0	-	0	-	-	wzi110	KL149	none	Very high	99.98%		O4	none	Very high	99.71%		ST152	2	3	2	1	1	4	56	88	12	4	121	21	272	280	3	72	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#138.contigs_spades	Klebsiella pneumoniae	strong	60	222947	474940	yes	ST152	1	ybt 10; ICEKp4	325	-	0	-	0	-	0	-	-	wzi110	KL149	none	Very high	99.98%		O4	none	Very high	99.71%		ST152	2	3	2	1	1	4	56	88	12	4	121	21	272	280	3	72	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#13.contigs_spades	Klebsiella pneumoniae	strong	46	508183	1115852	yes	ST1193	0	-	0	-	0	-	0	-	0	-	-	-	KL22	-+	Low	99.99%	KL22_17	O2v1	none	Very high	98.67%		ST1193	2	83	2	1	9	4	135	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#140.contigs_spades	Klebsiella pneumoniae	strong	37	794807	1015735	yes	ST17	0	-	0	-	0	-	0	-	0	-	-	wzi386	KL107	?-+*	None	76.21%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	OL104	none	Very high	99.97%		ST17	2	1	1	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#142.contigs_spades	Klebsiella pneumoniae	strong	31	424807	1731872	yes	ST45	1	ybt 10; ICEKp4	78	-	0	-	0	-	0	-	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.76%		ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#144.contigs_spades	Klebsiella pneumoniae	strong	71	209137	753265	no	ST25	1	ybt 14; ICEKp5	149-2LV	-	0	-	0	-	0	-	-	wzi72	KL2	none	Very high	98.41%		O2v2	none	Very high	99.19%		ST25	2	1	1	1	10	4	13	4	4	5	4	1	275	285*	2	4	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#146.contigs_spades	Klebsiella pneumoniae	strong	28	630958	827835	yes	ST3717	0	-	0	-	0	-	0	-	0	-	-	wzi34	KL57	none	Very high	98.79%		O1v2	none	Very high	98.56%		ST3717	2	6	2	5	11	1	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#148.contigs_spades	Klebsiella pneumoniae	strong	33	397227	1171349	yes	ST307	1	ybt 9; ICEKp3	187	-	0	-	0	-	0	-	-	wzi173	KL102	none	Very high	99.27%		O2v2	none	Very high	98.45%		ST307	4	1	2	52	1	1	7	5	11	6	5	1	25	282	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#14.contigs_spades	Klebsiella pneumoniae	strong	41	482415	820190	yes	ST716	0	-	0	-	0	-	0	-	0	-	-	wzi89	KL110	none	Very high	99.55%		O2v1	none	Very high	98.52%		ST716	71	1	1	2	16	4	164	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#150.contigs_spades	Klebsiella pneumoniae	strong	519	185957	663702	yes	ST864	1	ybt 16; ICEKp12	277	-	0	-	0	-	0	-	-	wzi50	KL39	?+*	None	95.66%		O4	none	Very high	99.63%		ST864	3	3	1	1	1	1	2	6	15	5	4	11	33	23	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#152.contigs_spades	Klebsiella pneumoniae	strong	42	424465	657540	yes	ST1777-1LV	0	-	0	-	0	-	0	-	0	-	-	wzi113	KL111	none	Very high	99.99%		O3b	none	Very high	99.25%		ST1777-1LV	113	1	2	1	10	16	121*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#153.contigs_spades	Klebsiella variicola subsp. variicola	strong	131	103010	332738	yes	ST1582	0	-	0	-	0	-	0	-	0	-	-	-	KL123	?*	Good	95.55%		O5	none	Very high	99.69%		ST1582	29	24	21	27	44	22	85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#155.contigs_spades	Klebsiella pneumoniae	strong	42	720261	1517555	yes	ST2176	0	-	0	-	0	-	0	-	0	-	-	-	KL151	none	Very high	99.23%		O3b	none	Very high	99.29%		ST2176	2	1	1	1	1	1	68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#158.contigs_spades	Klebsiella pneumoniae	strong	69	266644	619348	yes	ST392	0	-	0	-	0	-	0	-	0	-	-	wzi187	KL27	none	Very high	99.28%		O4	none	Very high	99.71%		ST392	3	4	6	1	7	4	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#160.contigs_spades	Klebsiella pneumoniae	strong	47	358687	715401	yes	ST15	1	ybt 9; ICEKp3	174	-	0	-	0	-	0	-	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	5	11	6	5	1	34	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#162.contigs_spades	Klebsiella pneumoniae	strong	41	584309	1424667	yes	ST789	0	-	0	-	0	-	0	-	0	-	-	wzi18	KL18	none	Very high	99.56%		O1v1	none	Very high	97.67%		ST789	25	10	1	1	20	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#164.contigs_spades	Klebsiella pneumoniae	strong	62	326092	584298	yes	ST15	1	ybt 10; ICEKp4	28-1LV	-	0	-	0	-	0	-	-	wzi151	KL48	*	High	94.78%		O1v1	none	Very high	98.02%		ST15	1	1	1	1	1	1	1	16	12	4	3	3	35*	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#166.contigs_spades	Klebsiella pneumoniae	strong	59	197588	806751	yes	ST340	0	-	0	-	0	-	0	-	0	-	-	wzi50	KL15	none	Very high	99.80%		O4	none	Very high	99.66%		ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#168.contigs_spades	Klebsiella pneumoniae	strong	32	713824	1218301	yes	ST280	0	-	0	-	0	-	0	-	0	-	-	wzi82	KL23	none	Very high	99.99%		O2v2	?	Good	98.44%		ST280	2	1	2	1	10	4	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#16.contigs_spades	Klebsiella pneumoniae	strong	24	661690	1699124	yes	ST432	0	-	0	-	0	-	0	-	0	-	-	wzi149	KL62	none	Very high	99.90%		O2v1	none	Very high	98.92%		ST432	4	1	1	2	7	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#172.contigs_spades	Klebsiella pneumoniae	strong	36	380055	1521271	yes	ST14	0	-	0	-	0	-	0	-	0	-	-	wzi2	KL2	none	Very high	99.75%		O1v1	none	Very high	99.99%		ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#174.contigs_spades	Klebsiella pneumoniae	strong	75	185030	508875	yes	ST25	1	ybt 14; ICEKp5	149-2LV	-	0	-	0	-	0	-	-	wzi72	KL2	none	Very high	98.41%		O1v2	none	Very high	99.19%		ST25	2	1	1	1	10	4	13	4	4	5	4	1	275	285*	2	4	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#176.contigs_spades	Klebsiella pneumoniae	strong	388	358199	788051	yes	ST45	1	ybt 10; ICEKp4	78	-	0	-	0	-	0	-	-	wzi101	KL24	none	Very high	98.99%		O2v1	none	Very high	98.76%		ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#178.contigs_spades	Klebsiella pneumoniae	strong	41	396979	599337	yes	ST1777-1LV	0	-	0	-	0	-	0	-	0	-	-	wzi113	KL111	none	Very high	99.99%		O3b	none	Very high	99.25%		ST1777-1LV	113	1	2	1	10	16	121*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#179.contigs_spades	Klebsiella pneumoniae	strong	82	274664	473711	yes	ST1079	0	-	0	-	0	-	0	-	0	-	-	wzi236	KL10	none	Very high	99.57%		O1v2	none	Very high	99.41%		ST1079	2	5	1	1	9	1	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#183.contigs_spades	Klebsiella pneumoniae	strong	73	159382	433828	yes	ST34	0	-	0	-	0	-	0	-	0	-	-	wzi116	KL57	?-*	Good	97.39%	KL57_13_vanT	O2v2	none	Very high	98.48%		ST34	2	3	6	1	9	7	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#184.contigs_spades	Klebsiella pneumoniae	strong	24	1457444	2019718	yes	ST70	1	ybt 8; ICEKp9	195	-	0	-	0	-	0	-	-	wzi123	KL136	none	Very high	98.99%		O1v2	none	Very high	98.55%		ST70	2	6	17	1	20	10	25	5	11	6	5	1	99	138	9	29	5	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#185.contigs_spades	Klebsiella pneumoniae	strong	60	333184	512925	yes	ST1427	0	-	0	-	0	-	0	-	0	-	-	wzi173	KL155	?+	Good	97.77%		OL101	?+*	Good	95.10%		ST1427	2	1	10	1	9	1	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#189.contigs_spades	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	49	715588	1074557	yes	ST2607-1LV	0	-	0	-	0	-	0	-	0	-	-	wzi528	KL137	*	Very high	96.28%		OL101	none	Very high	98.98%		ST2607-1LV	42	15	18	63	31	37	593	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#18.contigs_spades	Klebsiella pneumoniae	strong	38	326635	611356	yes	ST39	1	ybt 16; ICEKp12	294	-	0	-	0	iro unknown	0	-	-	wzi2	KL2	none	Very high	99.75%		O1v1	none	Very high	99.99%		ST39	2	1	2	4	9	1	14	6	15	5	4	11	286	304	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	49*	18*	20*
34154_7#191.contigs_spades	Klebsiella pneumoniae	strong	85	188298	434958	yes	ST2668	0	-	0	-	0	-	0	-	0	-	-	-	KL111	none	Very high	99.53%		OL103	*	High	94.50%		ST2668	7	1	2	2	1	1	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#194.contigs_spades	Klebsiella pneumoniae	strong	83	204640	714655	yes	ST14	0	-	0	-	0	-	0	-	0	-	-	wzi16	KL16	none	Very high	99.41%		O1v1	none	Very high	98.55%		ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#197.contigs_spades	Klebsiella pneumoniae	strong	32	428941	947822	yes	ST29	1	ybt 14; ICEKp5	151	-	0	-	0	-	0	-	-	wzi19	KL19	*	High	94.91%		O1v2	-+	Good	100.00%	O1/O2v2_06_wbbO	ST29	2	3	2	2	6	4	4	4	4	5	4	1	69	62	2	4	4	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#199.contigs_spades	Klebsiella pneumoniae	strong	242	170378	682972	yes	ST1035	0	-	0	-	0	-	0	-	0	-	-	wzi116	KL57	?-*	Good	97.38%	KL57_13_vanT	O1v2	none	Very high	98.43%		ST1035	4	1	1	26	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#19.contigs_spades	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	47	532297	994183	yes	ST2607-1LV	0	-	0	-	0	-	0	-	0	-	-	wzi528	KL137	*	Very high	96.27%		OL101	+	None	98.00%		ST2607-1LV	42	15	18	63	31	37	593	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#202.contigs_spades	Klebsiella pneumoniae	strong	86	158603	423706	yes	ST1916	0	-	0	-	0	-	0	-	0	-	-	wzi27	KL27	none	Very high	99.96%		O1v1	none	Very high	98.56%		ST1916	4	77	13	3	4	27	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#204.contigs_spades	Klebsiella pneumoniae	strong	44	713297	980200	yes	ST584	0	-	0	-	0	-	0	-	0	-	-	wzi9	KL9	none	Very high	99.97%		O2v2	none	Very high	98.42%		ST584	4	1	2	1	1	7	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#205.contigs_spades	Klebsiella variicola subsp. variicola	strong	131	94969	360245	yes	ST681-2LV	0	-	0	-	0	-	0	-	0	-	-	wzi213	KL107	?-+*	None	82.70%	KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O4	?-*	None	76.24%	O4_03_hypothetical,O4_06_glycosyltransferase	ST681-2LV	16	24	21	33	53	40	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#207.contigs_spades	Klebsiella pneumoniae	strong	53	268948	792572	yes	ST15	1	ybt 10; ICEKp4	28-1LV	-	0	-	0	-	0	-	-	wzi151	KL48	*	High	94.78%		O1v1	none	Very high	98.02%		ST15	1	1	1	1	1	1	1	16	12	4	3	3	35*	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#20.contigs_spades	Klebsiella pneumoniae	strong	60	203429	474804	yes	ST152-1LV	1	ybt 10; ICEKp4	325	-	0	-	0	-	0	-	-	wzi110	KL149	?	Good	99.98%		O4	none	Very high	99.71%		ST152-1LV	2	3	2	1	1	67*	56	88	12	4	121	21	272	280	3	72	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#210.contigs_spades	Klebsiella pneumoniae	strong	47	383706	994469	yes	ST39	1	ybt 16; ICEKp12	294	-	0	-	0	-	0	-	-	wzi2	KL2	none	Very high	99.74%		O1v1	none	Very high	99.99%		ST39	2	1	2	4	9	1	14	6	15	5	4	11	286	304	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34154_7#212.contigs_spades	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	69	238327	982930	yes	ST2143-1LV	0	-	0	-	0	-	0	-	0	-	-	wzi238	KL11	?-*	None	91.87%	KL11_13,KL11_14_wbaZ,KL11_15_wzx	O3b	none	Very high	98.89%		ST2143-1LV	18	22	18	16	11	13	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
