"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
28	"3"	"225549"	"28099_1_321.9"	"100.00"	"28099_1_321"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
28	"4"	"226637"	"28099_1_43.8"	"*"	"28099_1_43"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
29	"0"	"223787"	"34154_7_74.9"	"*"	"34154_7_74"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"0"	"202286"	"26141_1_134.5"	"99.95"	"26141_1_134"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"1"	"202221"	"26141_1_135.4"	"99.91"	"26141_1_135"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"2"	"202001"	"26141_1_136.5"	"100.00"	"26141_1_136"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"3"	"202000"	"26141_1_145.3"	"100.00"	"26141_1_145"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"4"	"202182"	"26141_1_164.4"	"100.00"	"26141_1_164"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"5"	"202237"	"26141_1_165.4"	"99.97"	"26141_1_165"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"6"	"202182"	"26141_1_204.4"	"99.91"	"26141_1_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"7"	"202111"	"26141_1_205.3"	"99.97"	"26141_1_205"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"8"	"202220"	"26141_1_212.4"	"100.00"	"26141_1_212"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"9"	"202257"	"26141_1_248.4"	"99.98"	"26141_1_248"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"10"	"202182"	"26141_1_256.4"	"100.00"	"26141_1_256"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"11"	"202182"	"26141_1_274.4"	"99.91"	"26141_1_274"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"12"	"219678"	"28099_1_204.4"	"*"	"28099_1_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"13"	"202111"	"28099_1_285.5"	"99.97"	"28099_1_285"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"14"	"202001"	"28099_1_54.5"	"100.00"	"28099_1_54"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"15"	"202001"	"28099_1_71.6"	"100.00"	"28099_1_71"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
30	"16"	"182926"	"28099_2_223.2"	"99.99"	"28099_2_223"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
31	"0"	"211268"	"28099_2_243.8"	"*"	"28099_2_243"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
32	"0"	"193549"	"34154_7_116.11"	"*"	"34154_7_116"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
33	"0"	"87974"	"34154_7_125.15"	"98.39"	"34154_7_125"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
33	"1"	"175829"	"34154_7_260.10"	"*"	"34154_7_260"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
34	"0"	"165204"	"34154_7_340.10"	"*"	"34154_7_340"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
34	"1"	"133218"	"34154_7_55.14"	"99.96"	"34154_7_55"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
35	"0"	"133677"	"26141_1_176.12"	"100.00"	"26141_1_176"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
35	"1"	"157710"	"28099_2_8.10"	"*"	"28099_2_8"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
36	"0"	"143254"	"28099_2_259.11"	"*"	"28099_2_259"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
37	"0"	"97480"	"26141_1_222.16"	"95.29"	"26141_1_222"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
37	"1"	"97480"	"28099_1_114.17"	"95.29"	"28099_1_114"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
37	"2"	"86746"	"28099_1_172.19"	"100.00"	"28099_1_172"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
37	"3"	"97480"	"28099_1_319.15"	"95.29"	"28099_1_319"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
37	"4"	"129182"	"28099_1_75.10"	"*"	"28099_1_75"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
38	"0"	"126228"	"34154_7_168.10"	"96.21"	"34154_7_168"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
38	"1"	"126242"	"34154_7_24.9"	"*"	"34154_7_24"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
39	"0"	"122062"	"34154_7_378.12"	"*"	"34154_7_378"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
40	"0"	"117371"	"28099_1_111.21"	"100.00"	"28099_1_111"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
40	"1"	"120562"	"28099_1_70.15"	"*"	"28099_1_70"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
41	"0"	"113744"	"34154_7_166.16"	"*"	"34154_7_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
42	"0"	"111865"	"34154_7_148.14"	"*"	"34154_7_148"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
42	"1"	"104469"	"34154_7_58.16"	"95.23"	"34154_7_58"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
42	"2"	"111862"	"34154_7_69.13"	"100.00"	"34154_7_69"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"0"	"110144"	"26141_1_189.13"	"100.00"	"26141_1_189"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"1"	"110144"	"26141_1_190.13"	"100.00"	"26141_1_190"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"2"	"110144"	"26141_1_206.16"	"100.00"	"26141_1_206"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"3"	"110144"	"26141_1_210.13"	"100.00"	"26141_1_210"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"4"	"110144"	"26141_1_219.13"	"100.00"	"26141_1_219"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"5"	"110144"	"26141_1_232.13"	"100.00"	"26141_1_232"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"6"	"110144"	"26141_1_267.13"	"100.00"	"26141_1_267"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"7"	"110144"	"26141_1_268.13"	"100.00"	"26141_1_268"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"8"	"110144"	"28099_1_165.14"	"100.00"	"28099_1_165"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"9"	"110144"	"28099_1_171.11"	"100.00"	"28099_1_171"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"10"	"110144"	"28099_1_245.13"	"100.00"	"28099_1_245"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"11"	"111640"	"28099_1_323.14"	"*"	"28099_1_323"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"12"	"110144"	"28099_1_325.12"	"100.00"	"28099_1_325"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"13"	"110144"	"28099_1_350.12"	"100.00"	"28099_1_350"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"14"	"110144"	"28099_1_379.13"	"100.00"	"28099_1_379"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
43	"15"	"110144"	"28099_1_59.15"	"100.00"	"28099_1_59"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
44	"0"	"106743"	"34154_7_27.12"	"100.00"	"34154_7_27"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
44	"1"	"111332"	"34154_7_47.12"	"*"	"34154_7_47"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
45	"0"	"110639"	"34154_7_296.19"	"*"	"34154_7_296"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
45	"1"	"100516"	"34154_7_344.18"	"96.33"	"34154_7_344"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
46	"0"	"109969"	"28099_1_351.16"	"*"	"28099_1_351"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
47	"0"	"109850"	"28099_2_12.16"	"*"	"28099_2_12"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
47	"1"	"109850"	"28099_2_170.15"	"96.57"	"28099_2_170"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
48	"0"	"109850"	"28099_2_174.17"	"*"	"28099_2_174"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
49	"0"	"109850"	"28099_2_235.16"	"*"	"28099_2_235"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
50	"0"	"109176"	"34154_7_348.12"	"*"	"34154_7_348"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
51	"0"	"106843"	"28099_1_300.21"	"*"	"28099_1_300"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
51	"1"	"106841"	"28099_1_51.21"	"100.00"	"28099_1_51"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
52	"0"	"106794"	"28099_1_177.19"	"*"	"28099_1_177"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
53	"0"	"105253"	"28099_1_234.17"	"*"	"28099_1_234"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
53	"1"	"72890"	"28099_2_92.20"	"98.87"	"28099_2_92"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
54	"0"	"102854"	"34154_7_306.14"	"*"	"34154_7_306"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
55	"0"	"101437"	"26141_1_166.18"	"*"	"26141_1_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"0"	"100273"	"26141_1_214.16"	"100.00"	"26141_1_214"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"1"	"100258"	"28099_1_218.18"	"100.00"	"28099_1_218"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"2"	"100414"	"28099_1_226.18"	"*"	"28099_1_226"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"3"	"100310"	"28099_1_264.19"	"100.00"	"28099_1_264"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"4"	"100349"	"28099_1_302.19"	"100.00"	"28099_1_302"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"5"	"100254"	"28099_1_303.18"	"100.00"	"28099_1_303"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"6"	"100259"	"28099_1_339.16"	"100.00"	"28099_1_339"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"7"	"100284"	"28099_1_343.18"	"99.99"	"28099_1_343"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"8"	"100384"	"28099_1_359.16"	"100.00"	"28099_1_359"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"9"	"100254"	"28099_1_39.19"	"100.00"	"28099_1_39"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"10"	"100381"	"28099_2_166.17"	"100.00"	"28099_2_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"11"	"100299"	"28099_2_283.18"	"100.00"	"28099_2_283"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
56	"12"	"100255"	"28099_2_88.18"	"100.00"	"28099_2_88"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
57	"0"	"98914"	"28099_1_309.17"	"*"	"28099_1_309"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
58	"0"	"98244"	"26141_1_230.18"	"*"	"26141_1_230"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
59	"0"	"83926"	"34154_7_333.23"	"*"	"34154_7_333"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
60	"0"	"80231"	"28099_1_104.17"	"*"	"28099_1_104"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
61	"0"	"78786"	"34154_7_49.12"	"*"	"34154_7_49"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
62	"0"	"74712"	"34154_7_31.10"	"*"	"34154_7_31"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
63	"0"	"72478"	"28099_1_31.21"	"*"	"28099_1_31"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
64	"0"	"72038"	"34154_7_298.21"	"*"	"34154_7_298"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
65	"0"	"70351"	"34154_7_78.24"	"*"	"34154_7_78"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
66	"0"	"63214"	"34154_7_22.22"	"*"	"34154_7_22"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
67	"0"	"61824"	"34154_7_221.22"	"*"	"34154_7_221"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
68	"0"	"61754"	"34154_7_134.19"	"*"	"34154_7_134"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"0"	"28666"	"28099_1_107.30"	"99.99"	"28099_1_107"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"1"	"30767"	"28099_1_135.41"	"98.62"	"28099_1_135"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"2"	"28656"	"28099_1_137.25"	"100.00"	"28099_1_137"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"3"	"54832"	"28099_1_211.28"	"*"	"28099_1_211"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"4"	"28668"	"28099_1_307.27"	"100.00"	"28099_1_307"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"5"	"28571"	"28099_1_374.28"	"100.00"	"28099_1_374"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"6"	"28477"	"28099_2_142.47"	"99.79"	"28099_2_142"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"7"	"25768"	"28099_2_150.47"	"99.77"	"28099_2_150"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"8"	"28654"	"28099_2_231.26"	"100.00"	"28099_2_231"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"9"	"28654"	"28099_2_36.43"	"100.00"	"28099_2_36"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"10"	"38587"	"28099_2_44.35"	"98.90"	"28099_2_44"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"11"	"25457"	"34154_7_103.21"	"100.00"	"34154_7_103"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"12"	"28571"	"34154_7_191.36"	"100.00"	"34154_7_191"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"13"	"25457"	"34154_7_226.19"	"100.00"	"34154_7_226"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"14"	"28663"	"34154_7_23.22"	"100.00"	"34154_7_23"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"15"	"25460"	"34154_7_267.20"	"100.00"	"34154_7_267"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"16"	"25457"	"34154_7_6.19"	"100.00"	"34154_7_6"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"17"	"28654"	"34154_7_68.32"	"99.99"	"34154_7_68"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"18"	"28660"	"34154_7_95.22"	"100.00"	"34154_7_95"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
69	"19"	"28762"	"34154_7_98.19"	"99.99"	"34154_7_98"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
70	"0"	"53209"	"34154_7_100.15"	"*"	"34154_7_100"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
71	"0"	"46410"	"28099_1_273.28"	"*"	"28099_1_273"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
72	"0"	"45867"	"34154_7_153.45"	"*"	"34154_7_153"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
73	"0"	"42533"	"28099_2_304.33"	"*"	"28099_2_304"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
74	"0"	"41365"	"34154_7_150.33"	"*"	"34154_7_150"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"0"	"35143"	"28099_1_128.39"	"98.47"	"28099_1_128"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"1"	"17219"	"28099_1_161.75"	"99.40"	"28099_1_161"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"2"	"18256"	"28099_1_200.45"	"99.66"	"28099_1_200"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"3"	"17748"	"28099_1_221.70"	"99.65"	"28099_1_221"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"4"	"17219"	"28099_1_225.72"	"99.40"	"28099_1_225"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"5"	"34388"	"28099_1_229.38"	"99.01"	"28099_1_229"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"6"	"20560"	"28099_1_238.23"	"99.99"	"28099_1_238"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"7"	"39724"	"28099_1_242.34"	"*"	"28099_1_242"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"8"	"20560"	"28099_1_258.46"	"99.99"	"28099_1_258"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"9"	"20726"	"34154_7_14.24"	"99.68"	"34154_7_14"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"10"	"19977"	"34154_7_361.27"	"99.70"	"34154_7_361"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
75	"11"	"25102"	"34154_7_48.36"	"96.38"	"34154_7_48"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
76	"0"	"38913"	"34154_7_140.15"	"*"	"34154_7_140"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
77	"0"	"38781"	"28099_1_250.25"	"*"	"28099_1_250"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
78	"0"	"38076"	"28099_1_191.24"	"*"	"28099_1_191"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
79	"0"	"17379"	"34154_7_287.54"	"100.00"	"34154_7_287"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
79	"1"	"38017"	"34154_7_70.36"	"*"	"34154_7_70"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
80	"0"	"37481"	"34154_7_343.22"	"*"	"34154_7_343"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
81	"0"	"37333"	"34154_7_12.32"	"*"	"34154_7_12"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
82	"0"	"34336"	"34154_7_106.17"	"*"	"34154_7_106"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
83	"0"	"32315"	"28099_1_355.30"	"*"	"28099_1_355"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
84	"0"	"30210"	"28099_1_77.50"	"*"	"28099_1_77"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
85	"0"	"28131"	"34154_7_316.18"	"*"	"34154_7_316"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
