"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
9	"4"	"1769"	"26141_1_150.71"	"100.00"	"26141_1_150"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"5"	"1769"	"26141_1_153.61"	"100.00"	"26141_1_153"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"6"	"1769"	"26141_1_155.114"	"100.00"	"26141_1_155"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"7"	"1769"	"26141_1_172.58"	"100.00"	"26141_1_172"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"8"	"1769"	"26141_1_173.59"	"100.00"	"26141_1_173"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"9"	"1769"	"26141_1_179.87"	"100.00"	"26141_1_179"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"10"	"1769"	"26141_1_207.83"	"100.00"	"26141_1_207"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"11"	"1769"	"26141_1_211.74"	"100.00"	"26141_1_211"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"12"	"1769"	"26141_1_217.62"	"100.00"	"26141_1_217"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"13"	"1769"	"26141_1_218.81"	"100.00"	"26141_1_218"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"14"	"1769"	"26141_1_227.61"	"100.00"	"26141_1_227"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"15"	"1769"	"26141_1_228.58"	"100.00"	"26141_1_228"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"16"	"1486"	"26141_1_252.82"	"100.00"	"26141_1_252"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"17"	"1513"	"26141_1_257.61"	"100.00"	"26141_1_257"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"18"	"1479"	"26141_1_260.126"	"100.00"	"26141_1_260"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"19"	"1769"	"26141_1_292.61"	"100.00"	"26141_1_292"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"20"	"1769"	"26141_1_295.80"	"100.00"	"26141_1_295"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"21"	"1513"	"28099_1_1.38"	"100.00"	"28099_1_1"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"22"	"1479"	"28099_1_102.70"	"100.00"	"28099_1_102"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"23"	"1769"	"28099_1_120.51"	"100.00"	"28099_1_120"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"24"	"1527"	"28099_1_132.77"	"97.51"	"28099_1_132"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"25"	"1758"	"28099_1_139.38"	"99.94"	"28099_1_139"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"26"	"1769"	"28099_1_153.70"	"100.00"	"28099_1_153"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"27"	"1479"	"28099_1_176.74"	"100.00"	"28099_1_176"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"28"	"1769"	"28099_1_203.72"	"100.00"	"28099_1_203"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"29"	"1769"	"28099_1_230.74"	"100.00"	"28099_1_230"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"30"	"1769"	"28099_1_237.43"	"99.94"	"28099_1_237"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"31"	"1769"	"28099_1_254.55"	"100.00"	"28099_1_254"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"32"	"1488"	"28099_1_282.78"	"100.00"	"28099_1_282"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"33"	"1769"	"28099_1_294.52"	"100.00"	"28099_1_294"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"34"	"1769"	"28099_1_317.71"	"100.00"	"28099_1_317"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"35"	"1769"	"28099_1_322.59"	"100.00"	"28099_1_322"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"36"	"1777"	"28099_1_333.51"	"100.00"	"28099_1_333"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"37"	"1769"	"28099_1_342.57"	"100.00"	"28099_1_342"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"38"	"1769"	"28099_1_346.69"	"100.00"	"28099_1_346"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"39"	"1769"	"28099_1_35.86"	"100.00"	"28099_1_35"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"40"	"1769"	"28099_1_353.68"	"100.00"	"28099_1_353"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"41"	"1489"	"28099_1_362.78"	"100.00"	"28099_1_362"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"42"	"1769"	"28099_1_41.180"	"100.00"	"28099_1_41"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"43"	"1769"	"28099_1_57.144"	"100.00"	"28099_1_57"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"44"	"1489"	"28099_1_58.75"	"100.00"	"28099_1_58"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"45"	"1769"	"28099_1_65.54"	"100.00"	"28099_1_65"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"46"	"1769"	"28099_1_91.49"	"100.00"	"28099_1_91"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"47"	"1803"	"28099_2_130.70"	"*"	"28099_2_130"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"48"	"1769"	"28099_2_16.54"	"100.00"	"28099_2_16"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"49"	"1769"	"28099_2_210.73"	"100.00"	"28099_2_210"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"50"	"1769"	"28099_2_291.75"	"100.00"	"28099_2_291"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
9	"51"	"1769"	"28099_2_84.72"	"100.00"	"28099_2_84"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
10	"0"	"1429"	"26141_1_182.89"	"95.24"	"26141_1_182"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
10	"1"	"1429"	"26141_1_187.91"	"95.24"	"26141_1_187"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
10	"2"	"1678"	"26141_1_251.89"	"*"	"26141_1_251"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
10	"3"	"1619"	"28099_1_195.70"	"99.38"	"28099_1_195"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
10	"4"	"1609"	"28099_1_361.83"	"99.94"	"28099_1_361"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
11	"0"	"1217"	"28099_1_329.537"	"*"	"28099_1_329"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.8"
