"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
10	"0"	"442193"	"28099_1_371.2"	"*"	"28099_1_371"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
11	"0"	"433077"	"34154_7_18.2"	"*"	"34154_7_18"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
12	"0"	"422597"	"28099_1_260.2"	"*"	"28099_1_260"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
13	"0"	"408578"	"34154_7_30.4"	"*"	"34154_7_30"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
14	"0"	"396933"	"28099_1_173.3"	"*"	"28099_1_173"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
15	"0"	"376578"	"34154_7_376.4"	"*"	"34154_7_376"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
16	"0"	"366313"	"28099_2_255.3"	"*"	"28099_2_255"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
17	"0"	"360515"	"28099_1_19.4"	"*"	"28099_1_19"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
18	"0"	"331077"	"34154_7_94.7"	"*"	"34154_7_94"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
19	"0"	"328154"	"34154_7_369.6"	"*"	"34154_7_369"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
20	"0"	"324500"	"28099_1_382.5"	"*"	"28099_1_382"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
20	"1"	"316036"	"28099_1_82.5"	"98.86"	"28099_1_82"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
21	"0"	"306538"	"26141_1_144.4"	"100.00"	"26141_1_144"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
21	"1"	"306544"	"28099_1_207.5"	"*"	"28099_1_207"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
21	"2"	"306530"	"28099_1_306.5"	"100.00"	"28099_1_306"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
21	"3"	"306506"	"28099_1_349.3"	"100.00"	"28099_1_349"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
22	"0"	"268458"	"26141_1_168.6"	"100.00"	"26141_1_168"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
22	"1"	"297207"	"28099_1_110.6"	"*"	"28099_1_110"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
22	"2"	"269965"	"28099_1_269.6"	"99.81"	"28099_1_269"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
22	"3"	"268461"	"28099_2_182.7"	"100.00"	"28099_2_182"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
22	"4"	"268503"	"28099_2_56.7"	"100.00"	"28099_2_56"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
23	"0"	"294077"	"28099_2_80.4"	"*"	"28099_2_80"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
24	"0"	"264137"	"34154_7_248.7"	"*"	"34154_7_248"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
25	"0"	"254320"	"28099_1_106.4"	"*"	"28099_1_106"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
26	"0"	"247271"	"28099_1_277.7"	"*"	"28099_1_277"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
27	"0"	"244091"	"34154_7_75.9"	"*"	"34154_7_75"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
28	"0"	"211507"	"28099_1_34.8"	"99.99"	"28099_1_34"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
28	"1"	"244046"	"28099_1_363.7"	"*"	"28099_1_363"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
29	"0"	"237303"	"34154_7_379.11"	"*"	"34154_7_379"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
30	"0"	"225561"	"26141_1_177.7"	"100.00"	"26141_1_177"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
30	"1"	"225549"	"26141_1_180.7"	"100.00"	"26141_1_180"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
30	"2"	"225549"	"28099_1_213.7"	"100.00"	"28099_1_213"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
30	"3"	"225549"	"28099_1_321.9"	"100.00"	"28099_1_321"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
30	"4"	"226637"	"28099_1_43.8"	"*"	"28099_1_43"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
31	"0"	"223787"	"34154_7_74.9"	"*"	"34154_7_74"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"0"	"202286"	"26141_1_134.5"	"99.95"	"26141_1_134"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"1"	"202221"	"26141_1_135.4"	"99.91"	"26141_1_135"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"2"	"202001"	"26141_1_136.5"	"100.00"	"26141_1_136"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"3"	"202000"	"26141_1_145.3"	"100.00"	"26141_1_145"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"4"	"202182"	"26141_1_164.4"	"100.00"	"26141_1_164"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"5"	"202237"	"26141_1_165.4"	"99.97"	"26141_1_165"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"6"	"202182"	"26141_1_204.4"	"99.91"	"26141_1_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"7"	"202111"	"26141_1_205.3"	"99.97"	"26141_1_205"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"8"	"202220"	"26141_1_212.4"	"100.00"	"26141_1_212"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"9"	"202257"	"26141_1_248.4"	"99.98"	"26141_1_248"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"10"	"202182"	"26141_1_256.4"	"100.00"	"26141_1_256"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"11"	"202182"	"26141_1_274.4"	"99.91"	"26141_1_274"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"12"	"219678"	"28099_1_204.4"	"*"	"28099_1_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"13"	"202111"	"28099_1_285.5"	"99.97"	"28099_1_285"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"14"	"202001"	"28099_1_54.5"	"100.00"	"28099_1_54"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"15"	"202001"	"28099_1_71.6"	"100.00"	"28099_1_71"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
32	"16"	"182926"	"28099_2_223.2"	"99.99"	"28099_2_223"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
33	"0"	"211268"	"28099_2_243.8"	"*"	"28099_2_243"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
34	"0"	"193549"	"34154_7_116.11"	"*"	"34154_7_116"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
35	"0"	"189117"	"28099_1_167.7"	"*"	"28099_1_167"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
36	"0"	"175829"	"34154_7_260.10"	"*"	"34154_7_260"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
37	"0"	"173330"	"28099_2_308.5"	"*"	"28099_2_308"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
38	"0"	"165204"	"34154_7_340.10"	"*"	"34154_7_340"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
38	"1"	"133218"	"34154_7_55.14"	"99.96"	"34154_7_55"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
39	"0"	"133677"	"26141_1_176.12"	"100.00"	"26141_1_176"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
39	"1"	"157710"	"28099_2_8.10"	"*"	"28099_2_8"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
40	"0"	"157061"	"26141_1_186.13"	"*"	"26141_1_186"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
41	"0"	"143254"	"28099_2_259.11"	"*"	"28099_2_259"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
42	"0"	"129182"	"28099_1_75.10"	"*"	"28099_1_75"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
43	"0"	"126228"	"34154_7_168.10"	"96.21"	"34154_7_168"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
43	"1"	"126242"	"34154_7_24.9"	"*"	"34154_7_24"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
44	"0"	"122062"	"34154_7_378.12"	"*"	"34154_7_378"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
45	"0"	"117371"	"28099_1_111.21"	"100.00"	"28099_1_111"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
45	"1"	"120562"	"28099_1_70.15"	"*"	"28099_1_70"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
46	"0"	"113744"	"34154_7_166.16"	"*"	"34154_7_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
47	"0"	"111865"	"34154_7_148.14"	"*"	"34154_7_148"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
47	"1"	"104469"	"34154_7_58.16"	"95.23"	"34154_7_58"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
47	"2"	"111862"	"34154_7_69.13"	"100.00"	"34154_7_69"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"0"	"110144"	"26141_1_189.13"	"100.00"	"26141_1_189"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"1"	"110144"	"26141_1_190.13"	"100.00"	"26141_1_190"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"2"	"110144"	"26141_1_206.16"	"100.00"	"26141_1_206"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"3"	"110144"	"26141_1_210.13"	"100.00"	"26141_1_210"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"4"	"110144"	"26141_1_219.13"	"100.00"	"26141_1_219"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"5"	"110144"	"26141_1_232.13"	"100.00"	"26141_1_232"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"6"	"110144"	"26141_1_267.13"	"100.00"	"26141_1_267"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"7"	"110144"	"26141_1_268.13"	"100.00"	"26141_1_268"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"8"	"110144"	"28099_1_165.14"	"100.00"	"28099_1_165"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"9"	"110144"	"28099_1_171.11"	"100.00"	"28099_1_171"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"10"	"110144"	"28099_1_245.13"	"100.00"	"28099_1_245"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"11"	"111640"	"28099_1_323.14"	"*"	"28099_1_323"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"12"	"110144"	"28099_1_325.12"	"100.00"	"28099_1_325"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"13"	"110144"	"28099_1_350.12"	"100.00"	"28099_1_350"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"14"	"110144"	"28099_1_379.13"	"100.00"	"28099_1_379"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
48	"15"	"110144"	"28099_1_59.15"	"100.00"	"28099_1_59"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
49	"0"	"106743"	"34154_7_27.12"	"100.00"	"34154_7_27"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
49	"1"	"111332"	"34154_7_47.12"	"*"	"34154_7_47"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
50	"0"	"110639"	"34154_7_296.19"	"*"	"34154_7_296"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
50	"1"	"100516"	"34154_7_344.18"	"96.33"	"34154_7_344"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
51	"0"	"109969"	"28099_1_351.16"	"*"	"28099_1_351"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
52	"0"	"108728"	"26141_1_236.17"	"100.00"	"26141_1_236"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
52	"1"	"108715"	"26141_1_297.18"	"100.00"	"26141_1_297"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
52	"2"	"108715"	"28099_1_209.16"	"100.00"	"28099_1_209"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
52	"3"	"109921"	"28099_1_315.15"	"100.00"	"28099_1_315"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
52	"4"	"109923"	"28099_1_47.16"	"*"	"28099_1_47"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
52	"5"	"108715"	"28099_2_48.18"	"100.00"	"28099_2_48"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
53	"0"	"109850"	"28099_2_12.16"	"*"	"28099_2_12"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
53	"1"	"109850"	"28099_2_170.15"	"96.57"	"28099_2_170"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
54	"0"	"109850"	"28099_2_174.17"	"*"	"28099_2_174"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
55	"0"	"109850"	"28099_2_235.16"	"*"	"28099_2_235"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
56	"0"	"109176"	"34154_7_348.12"	"*"	"34154_7_348"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
57	"0"	"106843"	"28099_1_300.21"	"*"	"28099_1_300"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
57	"1"	"106841"	"28099_1_51.21"	"100.00"	"28099_1_51"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
58	"0"	"106794"	"28099_1_177.19"	"*"	"28099_1_177"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
59	"0"	"105253"	"28099_1_234.17"	"*"	"28099_1_234"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
60	"0"	"102854"	"34154_7_306.14"	"*"	"34154_7_306"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
61	"0"	"101437"	"26141_1_166.18"	"*"	"26141_1_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"0"	"100273"	"26141_1_214.16"	"100.00"	"26141_1_214"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"1"	"100258"	"28099_1_218.18"	"100.00"	"28099_1_218"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"2"	"100414"	"28099_1_226.18"	"*"	"28099_1_226"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"3"	"100310"	"28099_1_264.19"	"100.00"	"28099_1_264"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"4"	"100349"	"28099_1_302.19"	"100.00"	"28099_1_302"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"5"	"100254"	"28099_1_303.18"	"100.00"	"28099_1_303"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"6"	"100259"	"28099_1_339.16"	"100.00"	"28099_1_339"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"7"	"100284"	"28099_1_343.18"	"99.99"	"28099_1_343"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"8"	"100384"	"28099_1_359.16"	"100.00"	"28099_1_359"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"9"	"100254"	"28099_1_39.19"	"100.00"	"28099_1_39"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"10"	"100381"	"28099_2_166.17"	"100.00"	"28099_2_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"11"	"100299"	"28099_2_283.18"	"100.00"	"28099_2_283"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
62	"12"	"100255"	"28099_2_88.18"	"100.00"	"28099_2_88"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
63	"0"	"98914"	"28099_1_309.17"	"*"	"28099_1_309"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
64	"0"	"98244"	"26141_1_230.18"	"*"	"26141_1_230"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
65	"0"	"97480"	"26141_1_222.16"	"*"	"26141_1_222"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
65	"1"	"97480"	"28099_1_114.17"	"100.00"	"28099_1_114"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
65	"2"	"86746"	"28099_1_172.19"	"100.00"	"28099_1_172"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
65	"3"	"97480"	"28099_1_319.15"	"100.00"	"28099_1_319"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
66	"0"	"87974"	"34154_7_125.15"	"*"	"34154_7_125"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
67	"0"	"83926"	"34154_7_333.23"	"*"	"34154_7_333"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
68	"0"	"80231"	"28099_1_104.17"	"*"	"28099_1_104"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
69	"0"	"78786"	"34154_7_49.12"	"*"	"34154_7_49"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
70	"0"	"74712"	"34154_7_31.10"	"*"	"34154_7_31"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
71	"0"	"72890"	"28099_2_92.20"	"*"	"28099_2_92"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
72	"0"	"72478"	"28099_1_31.21"	"*"	"28099_1_31"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
73	"0"	"72038"	"34154_7_298.21"	"*"	"34154_7_298"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
74	"0"	"70351"	"34154_7_78.24"	"*"	"34154_7_78"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
75	"0"	"63214"	"34154_7_22.22"	"*"	"34154_7_22"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
76	"0"	"61824"	"34154_7_221.22"	"*"	"34154_7_221"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
77	"0"	"61754"	"34154_7_134.19"	"*"	"34154_7_134"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
78	"0"	"54832"	"28099_1_211.28"	"*"	"28099_1_211"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
79	"0"	"53209"	"34154_7_100.15"	"*"	"34154_7_100"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
80	"0"	"46410"	"28099_1_273.28"	"*"	"28099_1_273"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
81	"0"	"45867"	"34154_7_153.45"	"*"	"34154_7_153"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
82	"0"	"42533"	"28099_2_304.33"	"*"	"28099_2_304"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
83	"0"	"41365"	"34154_7_150.33"	"*"	"34154_7_150"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
84	"0"	"35143"	"28099_1_128.39"	"98.47"	"28099_1_128"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
84	"1"	"39724"	"28099_1_242.34"	"*"	"28099_1_242"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
85	"0"	"38913"	"34154_7_140.15"	"*"	"34154_7_140"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
86	"0"	"38781"	"28099_1_250.25"	"*"	"28099_1_250"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
87	"0"	"34388"	"28099_1_229.38"	"99.76"	"28099_1_229"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
87	"1"	"38587"	"28099_2_44.35"	"*"	"28099_2_44"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
88	"0"	"38076"	"28099_1_191.24"	"*"	"28099_1_191"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
89	"0"	"38017"	"34154_7_70.36"	"*"	"34154_7_70"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
90	"0"	"37481"	"34154_7_343.22"	"*"	"34154_7_343"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
91	"0"	"37333"	"34154_7_12.32"	"*"	"34154_7_12"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
92	"0"	"34336"	"34154_7_106.17"	"*"	"34154_7_106"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
93	"0"	"32315"	"28099_1_355.30"	"*"	"28099_1_355"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"0"	"28666"	"28099_1_107.30"	"99.99"	"28099_1_107"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"1"	"30767"	"28099_1_135.41"	"*"	"28099_1_135"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"2"	"28656"	"28099_1_137.25"	"100.00"	"28099_1_137"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"3"	"28668"	"28099_1_307.27"	"100.00"	"28099_1_307"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"4"	"28571"	"28099_1_374.28"	"100.00"	"28099_1_374"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"5"	"28477"	"28099_2_142.47"	"99.79"	"28099_2_142"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"6"	"25768"	"28099_2_150.47"	"99.77"	"28099_2_150"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"7"	"28654"	"28099_2_231.26"	"100.00"	"28099_2_231"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"8"	"28654"	"28099_2_36.43"	"100.00"	"28099_2_36"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"9"	"25457"	"34154_7_103.21"	"100.00"	"34154_7_103"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"10"	"28571"	"34154_7_191.36"	"100.00"	"34154_7_191"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"11"	"25457"	"34154_7_226.19"	"100.00"	"34154_7_226"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"12"	"28663"	"34154_7_23.22"	"100.00"	"34154_7_23"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"13"	"25460"	"34154_7_267.20"	"100.00"	"34154_7_267"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"14"	"25457"	"34154_7_6.19"	"100.00"	"34154_7_6"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"15"	"28654"	"34154_7_68.32"	"99.99"	"34154_7_68"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"16"	"28660"	"34154_7_95.22"	"100.00"	"34154_7_95"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
94	"17"	"28762"	"34154_7_98.19"	"99.99"	"34154_7_98"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
95	"0"	"30210"	"28099_1_77.50"	"*"	"28099_1_77"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
96	"0"	"28131"	"34154_7_316.18"	"*"	"34154_7_316"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
97	"0"	"27389"	"26141_1_237.32"	"*"	"26141_1_237"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
98	"0"	"27358"	"28099_1_293.29"	"*"	"28099_1_293"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
99	"0"	"23343"	"28099_1_270.28"	"100.00"	"28099_1_270"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
99	"1"	"26540"	"28099_1_83.26"	"*"	"28099_1_83"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
99	"2"	"26540"	"28099_2_198.32"	"100.00"	"28099_2_198"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
100	"0"	"26227"	"34154_7_89.19"	"*"	"34154_7_89"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
101	"0"	"25102"	"34154_7_48.36"	"*"	"34154_7_48"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
102	"0"	"25076"	"28099_1_63.33"	"*"	"28099_1_63"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
103	"0"	"23963"	"28099_1_241.49"	"*"	"28099_1_241"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
104	"0"	"23069"	"34154_7_274.25"	"*"	"34154_7_274"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
