"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
6	"6"	"596634"	"28099_1_133.2"	"100.00"	"28099_1_133"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
6	"7"	"225549"	"28099_1_213.7"	"100.00"	"28099_1_213"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
6	"8"	"225549"	"28099_1_321.9"	"100.00"	"28099_1_321"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
6	"9"	"226637"	"28099_1_43.8"	"99.99"	"28099_1_43"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
7	"0"	"583775"	"28099_1_22.2"	"*"	"28099_1_22"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
8	"0"	"476494"	"28099_2_190.1"	"*"	"28099_2_190"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
9	"0"	"442193"	"28099_1_371.2"	"*"	"28099_1_371"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
10	"0"	"433077"	"34154_7_18.2"	"*"	"34154_7_18"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
11	"0"	"422597"	"28099_1_260.2"	"*"	"28099_1_260"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
12	"0"	"408578"	"34154_7_30.4"	"*"	"34154_7_30"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
13	"0"	"396933"	"28099_1_173.3"	"*"	"28099_1_173"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
14	"0"	"376578"	"34154_7_376.4"	"*"	"34154_7_376"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
15	"0"	"366313"	"28099_2_255.3"	"*"	"28099_2_255"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
16	"0"	"360515"	"28099_1_19.4"	"*"	"28099_1_19"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
17	"0"	"331077"	"34154_7_94.7"	"*"	"34154_7_94"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
18	"0"	"328154"	"34154_7_369.6"	"*"	"34154_7_369"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
19	"0"	"157061"	"26141_1_186.13"	"99.96"	"26141_1_186"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
19	"1"	"324500"	"28099_1_382.5"	"*"	"28099_1_382"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
19	"2"	"316036"	"28099_1_82.5"	"98.86"	"28099_1_82"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
20	"0"	"306538"	"26141_1_144.4"	"100.00"	"26141_1_144"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
20	"1"	"189117"	"28099_1_167.7"	"99.92"	"28099_1_167"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
20	"2"	"306544"	"28099_1_207.5"	"*"	"28099_1_207"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
20	"3"	"306530"	"28099_1_306.5"	"100.00"	"28099_1_306"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
20	"4"	"306506"	"28099_1_349.3"	"100.00"	"28099_1_349"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
20	"5"	"173330"	"28099_2_308.5"	"100.00"	"28099_2_308"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
21	"0"	"268458"	"26141_1_168.6"	"100.00"	"26141_1_168"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
21	"1"	"297207"	"28099_1_110.6"	"*"	"28099_1_110"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
21	"2"	"269965"	"28099_1_269.6"	"99.81"	"28099_1_269"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
21	"3"	"268461"	"28099_2_182.7"	"100.00"	"28099_2_182"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
21	"4"	"268503"	"28099_2_56.7"	"100.00"	"28099_2_56"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
22	"0"	"101437"	"26141_1_166.18"	"99.88"	"26141_1_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
22	"1"	"294077"	"28099_2_80.4"	"*"	"28099_2_80"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
23	"0"	"108728"	"26141_1_236.17"	"99.99"	"26141_1_236"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
23	"1"	"108715"	"26141_1_297.18"	"100.00"	"26141_1_297"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
23	"2"	"254320"	"28099_1_106.4"	"*"	"28099_1_106"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
23	"3"	"108715"	"28099_1_209.16"	"100.00"	"28099_1_209"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
23	"4"	"109921"	"28099_1_315.15"	"98.90"	"28099_1_315"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
23	"5"	"109923"	"28099_1_47.16"	"98.90"	"28099_1_47"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
23	"6"	"108715"	"28099_2_48.18"	"100.00"	"28099_2_48"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
24	"0"	"247271"	"28099_1_277.7"	"*"	"28099_1_277"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
25	"0"	"244091"	"34154_7_75.9"	"*"	"34154_7_75"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
26	"0"	"211507"	"28099_1_34.8"	"99.99"	"28099_1_34"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
26	"1"	"244046"	"28099_1_363.7"	"*"	"28099_1_363"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
27	"0"	"237303"	"34154_7_379.11"	"*"	"34154_7_379"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
28	"0"	"223787"	"34154_7_74.9"	"*"	"34154_7_74"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"0"	"202286"	"26141_1_134.5"	"99.95"	"26141_1_134"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"1"	"202221"	"26141_1_135.4"	"99.91"	"26141_1_135"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"2"	"202001"	"26141_1_136.5"	"100.00"	"26141_1_136"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"3"	"202000"	"26141_1_145.3"	"100.00"	"26141_1_145"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"4"	"202182"	"26141_1_164.4"	"100.00"	"26141_1_164"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"5"	"202237"	"26141_1_165.4"	"99.97"	"26141_1_165"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"6"	"202182"	"26141_1_204.4"	"99.91"	"26141_1_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"7"	"202111"	"26141_1_205.3"	"99.97"	"26141_1_205"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"8"	"202220"	"26141_1_212.4"	"100.00"	"26141_1_212"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"9"	"202257"	"26141_1_248.4"	"99.98"	"26141_1_248"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"10"	"202182"	"26141_1_256.4"	"100.00"	"26141_1_256"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"11"	"202182"	"26141_1_274.4"	"99.91"	"26141_1_274"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"12"	"219678"	"28099_1_204.4"	"*"	"28099_1_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"13"	"202111"	"28099_1_285.5"	"99.97"	"28099_1_285"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"14"	"202001"	"28099_1_54.5"	"100.00"	"28099_1_54"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"15"	"202001"	"28099_1_71.6"	"100.00"	"28099_1_71"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
29	"16"	"182926"	"28099_2_223.2"	"99.99"	"28099_2_223"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
30	"0"	"211268"	"28099_2_243.8"	"*"	"28099_2_243"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
31	"0"	"193549"	"34154_7_116.11"	"*"	"34154_7_116"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
32	"0"	"87974"	"34154_7_125.15"	"98.39"	"34154_7_125"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
32	"1"	"175829"	"34154_7_260.10"	"*"	"34154_7_260"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
33	"0"	"133677"	"26141_1_176.12"	"100.00"	"26141_1_176"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
33	"1"	"157710"	"28099_2_8.10"	"*"	"28099_2_8"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
34	"0"	"143254"	"28099_2_259.11"	"*"	"28099_2_259"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
35	"0"	"97480"	"26141_1_222.16"	"95.29"	"26141_1_222"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
35	"1"	"97480"	"28099_1_114.17"	"95.29"	"28099_1_114"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
35	"2"	"86746"	"28099_1_172.19"	"100.00"	"28099_1_172"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
35	"3"	"97480"	"28099_1_319.15"	"95.29"	"28099_1_319"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
35	"4"	"129182"	"28099_1_75.10"	"*"	"28099_1_75"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
36	"0"	"126228"	"34154_7_168.10"	"96.21"	"34154_7_168"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
36	"1"	"126242"	"34154_7_24.9"	"*"	"34154_7_24"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
37	"0"	"122062"	"34154_7_378.12"	"*"	"34154_7_378"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
38	"0"	"117371"	"28099_1_111.21"	"100.00"	"28099_1_111"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
38	"1"	"120562"	"28099_1_70.15"	"*"	"28099_1_70"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
39	"0"	"113744"	"34154_7_166.16"	"*"	"34154_7_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
40	"0"	"111865"	"34154_7_148.14"	"*"	"34154_7_148"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
40	"1"	"37481"	"34154_7_343.22"	"98.11"	"34154_7_343"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
40	"2"	"104469"	"34154_7_58.16"	"95.23"	"34154_7_58"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
40	"3"	"111862"	"34154_7_69.13"	"100.00"	"34154_7_69"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"0"	"110144"	"26141_1_189.13"	"100.00"	"26141_1_189"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"1"	"110144"	"26141_1_190.13"	"100.00"	"26141_1_190"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"2"	"110144"	"26141_1_206.16"	"100.00"	"26141_1_206"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"3"	"110144"	"26141_1_210.13"	"100.00"	"26141_1_210"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"4"	"110144"	"26141_1_219.13"	"100.00"	"26141_1_219"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"5"	"110144"	"26141_1_232.13"	"100.00"	"26141_1_232"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"6"	"110144"	"26141_1_267.13"	"100.00"	"26141_1_267"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"7"	"110144"	"26141_1_268.13"	"100.00"	"26141_1_268"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"8"	"110144"	"28099_1_165.14"	"100.00"	"28099_1_165"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"9"	"110144"	"28099_1_171.11"	"100.00"	"28099_1_171"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"10"	"110144"	"28099_1_245.13"	"100.00"	"28099_1_245"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"11"	"111640"	"28099_1_323.14"	"*"	"28099_1_323"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"12"	"110144"	"28099_1_325.12"	"100.00"	"28099_1_325"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"13"	"110144"	"28099_1_350.12"	"100.00"	"28099_1_350"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"14"	"110144"	"28099_1_379.13"	"100.00"	"28099_1_379"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
41	"15"	"110144"	"28099_1_59.15"	"100.00"	"28099_1_59"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
42	"0"	"37333"	"34154_7_12.32"	"99.66"	"34154_7_12"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
42	"1"	"106743"	"34154_7_27.12"	"100.00"	"34154_7_27"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
42	"2"	"111332"	"34154_7_47.12"	"*"	"34154_7_47"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
43	"0"	"110639"	"34154_7_296.19"	"*"	"34154_7_296"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
43	"1"	"100516"	"34154_7_344.18"	"96.33"	"34154_7_344"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
44	"0"	"109969"	"28099_1_351.16"	"*"	"28099_1_351"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
45	"0"	"109850"	"28099_2_12.16"	"*"	"28099_2_12"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
45	"1"	"109850"	"28099_2_170.15"	"96.57"	"28099_2_170"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
46	"0"	"109850"	"28099_2_174.17"	"*"	"28099_2_174"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
47	"0"	"109850"	"28099_2_235.16"	"*"	"28099_2_235"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
48	"0"	"109176"	"34154_7_348.12"	"*"	"34154_7_348"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
49	"0"	"106843"	"28099_1_300.21"	"*"	"28099_1_300"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
49	"1"	"106841"	"28099_1_51.21"	"100.00"	"28099_1_51"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
50	"0"	"106794"	"28099_1_177.19"	"*"	"28099_1_177"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
51	"0"	"105253"	"28099_1_234.17"	"*"	"28099_1_234"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
51	"1"	"72890"	"28099_2_92.20"	"98.87"	"28099_2_92"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
52	"0"	"102854"	"34154_7_306.14"	"*"	"34154_7_306"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"0"	"100273"	"26141_1_214.16"	"100.00"	"26141_1_214"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"1"	"100258"	"28099_1_218.18"	"100.00"	"28099_1_218"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"2"	"100414"	"28099_1_226.18"	"*"	"28099_1_226"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"3"	"100310"	"28099_1_264.19"	"100.00"	"28099_1_264"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"4"	"100349"	"28099_1_302.19"	"100.00"	"28099_1_302"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"5"	"100254"	"28099_1_303.18"	"100.00"	"28099_1_303"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"6"	"100259"	"28099_1_339.16"	"100.00"	"28099_1_339"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"7"	"100284"	"28099_1_343.18"	"99.99"	"28099_1_343"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"8"	"100384"	"28099_1_359.16"	"100.00"	"28099_1_359"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"9"	"100254"	"28099_1_39.19"	"100.00"	"28099_1_39"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"10"	"100381"	"28099_2_166.17"	"100.00"	"28099_2_166"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"11"	"100299"	"28099_2_283.18"	"100.00"	"28099_2_283"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
53	"12"	"100255"	"28099_2_88.18"	"100.00"	"28099_2_88"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
54	"0"	"98914"	"28099_1_309.17"	"*"	"28099_1_309"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
55	"0"	"98244"	"26141_1_230.18"	"*"	"26141_1_230"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
56	"0"	"83926"	"34154_7_333.23"	"*"	"34154_7_333"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
57	"0"	"80231"	"28099_1_104.17"	"*"	"28099_1_104"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
57	"1"	"19977"	"34154_7_361.27"	"99.70"	"34154_7_361"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
58	"0"	"28131"	"34154_7_316.18"	"100.00"	"34154_7_316"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
58	"1"	"78786"	"34154_7_49.12"	"*"	"34154_7_49"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
59	"0"	"17091"	"34154_7_152.26"	"100.00"	"34154_7_152"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
59	"1"	"17117"	"34154_7_178.24"	"100.00"	"34154_7_178"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
59	"2"	"74712"	"34154_7_31.10"	"*"	"34154_7_31"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
59	"3"	"14965"	"34154_7_84.40"	"99.56"	"34154_7_84"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
60	"0"	"72478"	"28099_1_31.21"	"*"	"28099_1_31"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"0"	"28666"	"28099_1_107.30"	"100.00"	"28099_1_107"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"1"	"28656"	"28099_1_137.25"	"100.00"	"28099_1_137"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"2"	"18256"	"28099_1_200.45"	"99.67"	"28099_1_200"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"3"	"20560"	"28099_1_238.23"	"100.00"	"28099_1_238"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"4"	"20560"	"28099_1_258.46"	"100.00"	"28099_1_258"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"5"	"28668"	"28099_1_307.27"	"100.00"	"28099_1_307"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"6"	"28571"	"28099_1_374.28"	"100.00"	"28099_1_374"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"7"	"28477"	"28099_2_142.47"	"99.80"	"28099_2_142"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"8"	"25768"	"28099_2_150.47"	"99.77"	"28099_2_150"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"9"	"28654"	"28099_2_231.26"	"100.00"	"28099_2_231"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"10"	"25457"	"34154_7_103.21"	"100.00"	"34154_7_103"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"11"	"20726"	"34154_7_14.24"	"99.71"	"34154_7_14"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"12"	"28571"	"34154_7_191.36"	"100.00"	"34154_7_191"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"13"	"25457"	"34154_7_226.19"	"100.00"	"34154_7_226"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"14"	"28663"	"34154_7_23.22"	"100.00"	"34154_7_23"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"15"	"72038"	"34154_7_298.21"	"*"	"34154_7_298"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"16"	"25457"	"34154_7_6.19"	"100.00"	"34154_7_6"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"17"	"28654"	"34154_7_68.32"	"100.00"	"34154_7_68"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"18"	"28660"	"34154_7_95.22"	"100.00"	"34154_7_95"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
61	"19"	"28762"	"34154_7_98.19"	"100.00"	"34154_7_98"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
62	"0"	"70351"	"34154_7_78.24"	"*"	"34154_7_78"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
62	"1"	"14399"	"34154_7_91.22"	"99.15"	"34154_7_91"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
63	"0"	"63214"	"34154_7_22.22"	"*"	"34154_7_22"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
64	"0"	"61824"	"34154_7_221.22"	"*"	"34154_7_221"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
65	"0"	"61754"	"34154_7_134.19"	"*"	"34154_7_134"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
65	"1"	"13519"	"34154_7_359.20"	"99.99"	"34154_7_359"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"0"	"14552"	"26141_1_202.34"	"99.04"	"26141_1_202"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"1"	"30767"	"28099_1_135.41"	"98.62"	"28099_1_135"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"2"	"17219"	"28099_1_161.75"	"99.41"	"28099_1_161"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"3"	"54832"	"28099_1_211.28"	"*"	"28099_1_211"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"4"	"17748"	"28099_1_221.70"	"99.66"	"28099_1_221"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"5"	"17219"	"28099_1_225.72"	"99.41"	"28099_1_225"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"6"	"28654"	"28099_2_36.43"	"100.00"	"28099_2_36"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"7"	"38587"	"28099_2_44.35"	"98.90"	"28099_2_44"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"8"	"14537"	"34154_7_204.23"	"99.09"	"34154_7_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"9"	"11721"	"34154_7_216.18"	"99.35"	"34154_7_216"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"10"	"12937"	"34154_7_218.23"	"99.44"	"34154_7_218"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"11"	"11721"	"34154_7_234.25"	"99.35"	"34154_7_234"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"12"	"11722"	"34154_7_255.27"	"99.35"	"34154_7_255"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"13"	"25460"	"34154_7_267.20"	"100.00"	"34154_7_267"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"14"	"10978"	"34154_7_271.30"	"100.00"	"34154_7_271"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"15"	"11721"	"34154_7_289.22"	"99.35"	"34154_7_289"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"16"	"14537"	"34154_7_317.25"	"99.09"	"34154_7_317"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"17"	"14569"	"34154_7_323.23"	"98.93"	"34154_7_323"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
66	"18"	"11721"	"34154_7_332.18"	"99.35"	"34154_7_332"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.2"
