ID	LENGTH	ALIGNED	UNALIGNED	VARIANT	HET	MASKED	LOWCOV
26141_1#190	4641652	4063579	443149	58261	2788	0	132136
26141_1#191	4641652	4080722	456720	56892	2713	0	101497
26141_1#192	4641652	4062738	466674	30564	2603	0	109637
26141_1#193	4641652	4060197	468557	30533	2677	0	110221
26141_1#194	4641652	3853208	612397	61456	2340	0	173707
26141_1#195	4641652	4245257	342693	12600	1453	0	52249
26141_1#196	4641652	4280633	316042	17462	1246	0	43731
26141_1#197	4641652	3850168	619602	61268	2343	0	169539
26141_1#198	4641652	3851940	656950	61185	2289	0	130473
26141_1#199	4641652	3851155	618752	61142	2502	0	169243
26141_1#200	4641652	3851239	606620	61088	2541	0	181252
26141_1#201	4641652	4203932	378569	26809	1857	0	57294
26141_1#202	4641652	3876369	623630	63339	2361	0	139292
26141_1#203	4641652	4267157	320166	6845	2517	0	51812
26141_1#204	4641652	4038920	498064	19541	2043	0	102625
26141_1#205	4641652	4038217	490724	19536	2032	0	110679
26141_1#206	4641652	4056381	473558	57109	2263	0	109450
26141_1#207	4641652	4275983	333411	7200	767	0	31491
26141_1#208	4641652	4280270	331943	5744	1783	0	27656
26141_1#209	4641652	4208510	383673	26717	1400	0	48069
26141_1#210	4641652	4048480	405883	55226	19696	0	167593
26141_1#211	4641652	3909890	629911	54404	2090	0	99761
26141_1#212	4641652	4037748	518151	18786	2002	0	83751
26141_1#213	4641652	4256328	351443	6491	1534	0	32347
26141_1#214	4641652	4102380	459953	27430	2119	0	77200
26141_1#215	4641652	4034204	525860	54792	908	0	80680
26141_1#217	4641652	3911606	633509	54206	1958	0	94579
26141_1#218	4641652	4285377	330269	6799	827	0	25179
26141_1#219	4641652	4061428	501516	55007	2566	0	76142
26141_1#220	4641652	4145711	440715	5810	1224	0	54002
26141_1#221	4641652	4156881	432057	11886	1418	0	51296
26141_1#222	4641652	4152485	424679	51072	2502	0	61986
26141_1#223	4641652	4145754	429815	51031	2456	0	63627
26141_1#224	4641652	3848674	670915	55161	2309	0	119754
26141_1#225	4641652	4255279	329474	6458	1975	0	54924
26141_1#226	4641652	4056707	512757	26918	1895	0	70293
26141_1#227	4641652	3894724	631047	53381	1849	0	114032
26141_1#228	4641652	3892463	635791	53373	2109	0	111289
26141_1#229	4641652	4257838	301914	6432	3141	0	78759
26141_1#230	4641652	4167246	408415	27974	1322	0	64669
26141_1#232	4641652	3996492	526793	53581	2028	0	116339
26141_1#236	4641652	4268302	330162	6276	932	0	42256
26141_1#237	4641652	3915195	564681	52809	2211	0	159565
26141_1#239	4641652	4074130	467096	52390	2578	0	97848
26141_1#240	4641652	4212188	373756	27481	1583	0	54125
26141_1#241	4641652	4032770	499501	53590	1034	0	108347
26141_1#242	4641652	4163241	398452	11680	1401	0	78558
26141_1#243	4641652	4035873	489106	53626	1698	0	114975
26141_1#244	4641652	4210302	359348	16081	1616	0	70386
26141_1#246	4641652	4030042	506190	53261	1429	0	103991
26141_1#247	4641652	4249509	337061	16027	1086	0	53996
26141_1#248	4641652	4037940	487884	18080	2229	0	113599
26141_1#250	4641652	4254335	339380	6423	1327	0	46610
26141_1#251	4641652	4254968	338735	6423	1262	0	46687
26141_1#252	4641652	4100785	447154	20399	1818	0	91895
26141_1#253	4641652	4115299	411355	36086	2153	0	112845
26141_1#254	4641652	4193311	379203	11377	1688	0	67450
26141_1#255	4641652	3910624	579804	51720	2489	0	148735
26141_1#256	4641652	4038254	498177	17883	2048	0	103173
26141_1#257	4641652	3891282	588435	51701	2011	0	159924
26141_1#258	4641652	4212703	381856	24495	1434	0	45659
26141_1#259	4641652	4259510	325940	11781	2581	0	53621
26141_1#260	4641652	4264525	272541	5821	27658	0	76928
26141_1#261	4641652	4032484	490101	46805	906	0	118161
26141_1#262	4641652	4244600	337690	5357	2512	0	56850
26141_1#263	4641652	4044569	503342	46625	1910	0	91831
26141_1#265	4641652	4040274	490020	46570	2058	0	109300
26141_1#266	4641652	4113199	439995	30558	1961	0	86497
26141_1#267	4641652	4061653	477953	46808	2541	0	99505
26141_1#268	4641652	4064525	487107	46802	2924	0	87096
26141_1#270	4641652	4209910	380968	14175	1572	0	49202
26141_1#271	4641652	3846420	635676	47455	2256	0	157300
26141_1#272	4641652	4091094	449230	42992	2710	0	98618
26141_1#273	4641652	4153367	416094	43185	2430	0	69761
26141_1#274	4641652	4040136	510090	13978	2114	0	89312
26141_1#275	4641652	4031054	510960	46344	991	0	98647
26141_1#276	4641652	4079767	481536	45290	2452	0	77897
26141_1#277	4641652	3917431	589057	45848	2184	0	132980
26141_1#278	4641652	3909311	582917	45823	2494	0	146930
26141_1#279	4641652	3907776	584274	45798	2374	0	147228
26141_1#280	4641652	3911844	605677	45782	2230	0	121901
26141_1#282	4641652	4028650	525001	46233	938	0	87063
26141_1#283	4641652	4192801	383677	18663	1940	0	63234
26141_1#284	4641652	4202213	367575	21760	2349	0	69515
26141_1#285	4641652	4213301	381318	17080	1125	0	45908
26141_1#286	4641652	4211610	376200	17083	1405	0	52437
26141_1#287	4641652	4249150	345171	12737	1621	0	45710
26141_1#288	4641652	4297716	310338	4003	1578	0	32020
26141_1#289	4641652	4291457	317213	7153	1194	0	31788
26141_1#290	4641652	4187689	386082	18855	1206	0	66675
26141_1#291	4641652	4146288	311772	7931	11565	0	172027
26141_1#292	4641652	3897130	612318	43657	2282	0	129922
26141_1#293	4641652	4206959	388916	16887	960	0	44817
26141_1#295	4641652	4288263	321476	5547	1065	0	30848
26141_1#296	4641652	4287126	310318	13059	1624	0	42584
26141_1#297	4641652	4268819	334237	5272	861	0	37735
26141_1#298	4641652	4254165	351822	5600	1274	0	34391
26141_1#299	4641652	4216575	380869	13124	1303	0	42905
28099_1#1	4641652	4139345	475291	18275	846	0	26170
28099_1#10	4641652	4203383	408680	17527	1736	0	27853
28099_1#100	4641652	4278835	348153	4285	1851	0	12813
28099_1#102	4641652	4286221	341752	5365	857	0	12822
28099_1#103	4641652	4264907	360828	4235	1511	0	14406
28099_1#104	4641652	4090880	519667	39729	1610	0	29495
28099_1#106	4641652	4267861	360253	5161	795	0	12743
28099_1#107	4641652	4155836	453187	17461	1311	0	31318
28099_1#11	4641652	4149879	471409	18230	812	0	19552
28099_1#110	4641652	3844182	753920	44713	1859	0	41691
28099_1#111	4641652	4064792	386605	40396	7295	0	182960
28099_1#112	4641652	4209614	408272	12840	1475	0	22291
28099_1#114	4641652	4151256	454533	39017	2343	0	33520
28099_1#115	4641652	4244126	380264	12669	1499	0	15763
28099_1#116	4641652	4206733	288835	4810	18556	0	127528
28099_1#118	4641652	4240305	303410	2566	59982	0	37955
28099_1#119	4641652	4061562	538867	33915	2119	0	39104
28099_1#120	4641652	3905533	686659	36099	1774	0	47686
28099_1#123	4641652	4205708	407263	2581	1145	0	27536
28099_1#125	4641652	4259840	366361	9274	1006	0	14445
28099_1#127	4641652	4152823	471119	2534	1564	0	16146
28099_1#128	4641652	4077731	546536	7817	611	0	16774
28099_1#129	4641652	4240043	310875	2489	61324	0	29410
28099_1#131	4641652	4245362	374930	9356	1502	0	19858
28099_1#132	4641652	4286446	339471	2675	1318	0	14417
28099_1#133	4641652	4025924	584922	35386	837	0	29969
28099_1#135	4641652	4079060	531550	7615	720	0	30322
28099_1#136	4641652	4256701	369913	2487	1474	0	13564
28099_1#137	4641652	4091840	517155	31950	1690	0	30967
28099_1#139	4641652	4195275	424154	8442	1046	0	21177
28099_1#14	4641652	4091618	512839	33399	2046	0	35149
28099_1#141	4641652	4208055	413475	2506	1372	0	18750
28099_1#143	4641652	4169112	455856	4379	1616	0	15068
28099_1#144	4641652	4280795	341531	3544	3456	0	15870
28099_1#145	4641652	4305938	272745	1190	38217	0	24752
28099_1#148	4641652	4278668	345597	1609	1039	0	16348
28099_1#149	4641652	4200913	408936	1799	1051	0	30752
28099_1#151	4641652	3913654	687943	32801	1519	0	38536
28099_1#152	4641652	4210314	411461	1534	1306	0	18571
28099_1#153	4641652	3897742	684017	32662	13309	0	46584
28099_1#155	4641652	4208660	411226	1807	1248	0	20518
28099_1#156	4641652	4205303	414347	1816	1254	0	20748
28099_1#157	4641652	4195201	426506	8891	1686	0	18259
28099_1#159	4641652	4282594	342587	2772	3167	0	13304
28099_1#160	4641652	4200795	418138	1851	1460	0	21259
28099_1#161	4641652	4145293	470541	1337	1387	0	24431
28099_1#163	4641652	4211028	411066	1797	1205	0	18353
28099_1#165	4641652	4055083	542992	31557	2576	0	41001
28099_1#167	4641652	4234938	390392	1502	1574	0	14748
28099_1#168	4641652	4205654	413636	1805	1323	0	21039
28099_1#169	4641652	4158636	463279	1787	1914	0	17823
28099_1#171	4641652	4055989	539832	31541	2495	0	43336
28099_1#172	4641652	4143768	455049	23904	2560	0	40275
28099_1#173	4641652	4068014	536551	27881	2318	0	34769
28099_1#175	4641652	3907713	690555	32599	1995	0	41389
28099_1#176	4641652	4282323	343208	1926	1113	0	15008
28099_1#177	4641652	4207486	411472	1518	1539	0	21155
28099_1#179	4641652	4267785	361299	1526	1308	0	11260
28099_1#18	4641652	4266418	359505	2781	3091	0	12638
28099_1#180	4641652	4282922	243854	995	69821	0	45055
28099_1#181	4641652	4220684	403089	1111	1645	0	16234
28099_1#185	4641652	3907522	697613	30632	1936	0	34581
28099_1#187	4641652	4210639	414858	1117	1116	0	15039
28099_1#188	4641652	3907185	691392	30637	2020	0	41055
28099_1#189	4641652	4140308	480420	3901	828	0	20096
28099_1#19	4641652	3898054	704626	30570	1814	0	37158
28099_1#191	4641652	4029321	584265	27049	1352	0	26714
28099_1#192	4641652	4033250	571763	16448	2623	0	34016
28099_1#193	4641652	4268608	357704	1041	1304	0	14036
28099_1#195	4641652	4248972	381442	1582	756	0	10482
28099_1#196	4641652	4236814	387453	1098	1371	0	16014
28099_1#199	4641652	4173014	410473	4122	1256	0	56909
28099_1#2	4641652	4212429	409625	1208	1593	0	18005
28099_1#200	4641652	4146934	477472	5860	833	0	16413
28099_1#203	4641652	4280431	349587	1497	1234	0	10400
28099_1#204	4641652	4034603	586434	5506	2209	0	18406
28099_1#205	4641652	3847718	750508	31385	1704	0	41722
28099_1#207	4641652	4247764	380400	1208	1496	0	11992
28099_1#208	4641652	4211832	408587	1101	1385	0	19848
28099_1#209	4641652	4265269	318308	1555	1604	0	56471
28099_1#211	4641652	4083743	540032	5159	807	0	17070
28099_1#212	4641652	4164253	448046	4095	1336	0	28017
28099_1#213	4641652	4043837	564070	29212	949	0	32796
28099_1#214	4641652	4150646	261194	941	104549	0	125263
28099_1#216	4641652	4247452	375409	3372	2039	0	16752
28099_1#217	4641652	4209633	411692	898	1314	0	19013
28099_1#218	4641652	4096247	501944	2812	2279	0	41182
28099_1#22	4641652	3889579	707922	5121	1870	0	42281
28099_1#220	4641652	4212672	412019	898	812	0	16149
28099_1#221	4641652	4140309	436809	946	1452	0	63082
28099_1#222	4641652	4093947	510558	18801	1616	0	35531
28099_1#224	4641652	4033267	575775	20177	1699	0	30911
28099_1#225	4641652	4140044	481938	946	1595	0	18075
28099_1#226	4641652	4093371	515301	2815	1818	0	31162
28099_1#228	4641652	4341382	288923	2387	1538	0	9809
28099_1#229	4641652	4082591	537459	4357	863	0	20739
28099_1#23	4641652	4264291	359822	1987	3116	0	14423
28099_1#230	4641652	4285142	342386	1226	1149	0	12975
28099_1#232	4641652	3908014	692170	7168	1794	0	39674
28099_1#233	4641652	4251362	372940	813	2070	0	15280
28099_1#234	4641652	4165981	447006	3600	1190	0	27475
28099_1#236	4641652	4161710	464412	2568	1651	0	13879
28099_1#237	4641652	3898090	699181	5064	1539	0	42842
28099_1#238	4641652	4184699	435231	3281	790	0	20932
28099_1#240	4641652	4287652	297736	4387	3726	0	52538
28099_1#241	4641652	4145823	458678	16207	2469	0	34682
28099_1#242	4641652	4085311	533837	4334	875	0	21629
28099_1#244	4641652	4264499	361027	815	2361	0	13765
28099_1#245	4641652	4053915	546070	19017	2851	0	38816
28099_1#246	4641652	4280432	346280	797	1902	0	13038
28099_1#248	4641652	4311119	287580	607	27963	0	14990
28099_1#249	4641652	4278121	345030	1817	3063	0	15438
28099_1#250	4641652	3870583	390143	3458	82363	0	298563
28099_1#252	4641652	4209885	413513	625	1218	0	17036
28099_1#253	4641652	3894162	700189	3271	2036	0	45265
28099_1#254	4641652	3891184	712654	3232	1649	0	36165
28099_1#256	4641652	4209135	413615	623	933	0	17969
28099_1#257	4641652	3863172	736973	12047	2321	0	39186
28099_1#258	4641652	4222733	331682	921	45423	0	41814
28099_1#26	4641652	4208874	414238	525	1305	0	17235
28099_1#260	4641652	3907474	687509	3108	2251	0	44418
28099_1#261	4641652	4141688	476228	520	1891	0	21845
28099_1#264	4641652	4101975	507950	2063	2111	0	29616
28099_1#266	4641652	4244682	372981	439	1560	0	22429
28099_1#268	4641652	4211356	412549	526	1130	0	16617
28099_1#269	4641652	3841083	737916	11089	2263	0	60390
28099_1#27	4641652	3846629	754154	11092	1832	0	39037
28099_1#270	4641652	4117527	481555	6747	2030	0	40540
28099_1#272	4641652	3881446	713774	3318	1576	0	44856
28099_1#273	4641652	4077102	547778	1597	697	0	16075
28099_1#274	4641652	4116592	482970	6742	2146	0	39944
28099_1#277	4641652	4104076	502441	7126	2114	0	33021
28099_1#278	4641652	4343634	244453	408	31403	0	22162
28099_1#280	4641652	4245969	378475	519	1134	0	16074
28099_1#281	4641652	4167674	438737	3093	3770	0	31471
28099_1#282	4641652	4285761	341132	760	947	0	13812
28099_1#284	4641652	4249321	370861	2673	1590	0	19880
28099_1#285	4641652	4033108	587054	828	1936	0	19554
28099_1#286	4641652	4269145	346064	489	1398	0	25045
28099_1#288	4641652	4212600	411926	493	1083	0	16043
28099_1#289	4641652	4241667	382361	537	1707	0	15917
28099_1#293	4641652	3840461	757692	11010	1878	0	41621
28099_1#294	4641652	3877191	696392	2985	2223	0	65846
28099_1#297	4641652	4206734	416746	530	1564	0	16608
28099_1#30	4641652	4205520	413446	494	1182	0	21504
28099_1#300	4641652	3918950	678308	3014	1736	0	42658
28099_1#301	4641652	4285249	343226	756	1134	0	12043
28099_1#302	4641652	4094980	518043	2006	2199	0	26430
28099_1#303	4641652	4095153	493946	2009	2332	0	50221
28099_1#305	4641652	3849052	731561	10968	1900	0	59139
28099_1#306	4641652	4246888	352006	612	1727	0	41031
28099_1#307	4641652	4096092	508788	12210	1520	0	35252
28099_1#309	4641652	3843203	752836	10964	1901	0	43712
28099_1#31	4641652	4149947	474918	516	1330	0	15457
28099_1#311	4641652	4160397	456565	486	1955	0	22735
28099_1#313	4641652	4078506	523758	12344	3644	0	35744
28099_1#314	4641652	4208879	412521	501	1261	0	18991
28099_1#315	4641652	4267629	360652	843	1005	0	12366
28099_1#317	4641652	4285109	343099	754	836	0	12608
28099_1#318	4641652	4202365	414085	500	1426	0	23776
28099_1#319	4641652	4152187	454633	10009	2370	0	32462
28099_1#321	4641652	4044939	568738	15056	865	0	27110
28099_1#322	4641652	3863925	390855	2483	33599	0	353273
28099_1#323	4641652	4057579	541378	14004	2319	0	40376
28099_1#325	4641652	4060476	543334	14007	2696	0	35146
28099_1#326	4641652	4205081	413043	480	1313	0	22215
28099_1#327	4641652	4208599	412323	483	1211	0	19519
28099_1#329	4641652	4320741	267632	427	34332	0	18947
28099_1#330	4641652	4283109	341747	1161	3220	0	13576
28099_1#331	4641652	4193800	428475	476	1251	0	18126
28099_1#333	4641652	3904406	657585	2477	1470	0	78191
28099_1#334	4641652	4209456	410969	459	1163	0	20064
28099_1#335	4641652	3842201	731654	10582	1872	0	65925
28099_1#337	4641652	4210650	410971	465	1146	0	18885
28099_1#338	4641652	4205354	414676	469	1341	0	20281
28099_1#339	4641652	4102862	506479	1245	2150	0	30161
28099_1#34	4641652	4028725	572157	12812	1413	0	39357
28099_1#341	4641652	4158749	463518	458	1491	0	17894
28099_1#342	4641652	3896296	697840	2460	1467	0	46049
28099_1#343	4641652	4099365	513422	1246	2155	0	26710
28099_1#345	4641652	4280266	334377	407	1948	0	25061
28099_1#346	4641652	4284656	341341	434	947	0	14708
28099_1#347	4641652	4288350	300259	395	36933	0	16110
28099_1#349	4641652	4248030	379132	564	1588	0	12902
28099_1#35	4641652	4287495	338743	434	1244	0	14170
28099_1#350	4641652	4054387	551303	13928	2451	0	33511
28099_1#351	4641652	3892716	709950	2732	1898	0	37088
28099_1#353	4641652	4286298	330877	429	709	0	23768
28099_1#354	4641652	3840118	750499	10565	2190	0	48845
28099_1#355	4641652	4065223	539715	13746	1176	0	35538
28099_1#357	4641652	3904843	699630	2496	1917	0	35262
28099_1#358	4641652	4278026	344846	412	1985	0	16795
28099_1#359	4641652	4100989	495687	1228	1960	0	43016
28099_1#361	4641652	4259152	354568	530	1408	0	26524
28099_1#362	4641652	4095161	515150	2137	1826	0	29515
28099_1#363	4641652	4028158	578261	12700	1369	0	33864
28099_1#365	4641652	3843040	752467	10511	1872	0	44273
28099_1#366	4641652	4168397	448887	403	1992	0	22376
28099_1#367	4641652	4208381	407394	409	1415	0	24462
28099_1#370	4641652	3838939	736522	10504	1974	0	64217
28099_1#371	4641652	4080526	523613	5702	2611	0	34902
28099_1#373	4641652	4281271	343697	400	1841	0	14843
28099_1#374	4641652	4089638	503780	11838	1888	0	46346
28099_1#375	4641652	3855606	343470	10180	17485	0	425091
28099_1#377	4641652	4165108	460942	391	1572	0	14030
28099_1#378	4641652	4203774	415006	401	1326	0	21546
28099_1#379	4641652	4062043	508186	13702	2617	0	68806
28099_1#38	4641652	4165531	449028	2310	1306	0	25787
28099_1#381	4641652	4258794	365577	395	2078	0	15203
28099_1#382	4641652	4059692	548444	14837	1360	0	32156
28099_1#383	4641652	4021132	390592	14264	8424	0	221504
28099_1#39	4641652	4092638	521805	1210	2006	0	25203
28099_1#41	4641652	4196332	269230	400	99063	0	77027
28099_1#42	4641652	4218312	396610	422	1865	0	24865
28099_1#43	4641652	4041553	565415	8997	966	0	33718
28099_1#46	4641652	4250026	371299	385	2599	0	17728
28099_1#47	4641652	4266560	360233	522	1050	0	13809
28099_1#49	4641652	4212135	411170	379	1200	0	17147
28099_1#50	4641652	4252077	371545	385	2593	0	15437
28099_1#51	4641652	3914585	682292	1656	1739	0	43036
28099_1#53	4641652	4255040	371398	381	2179	0	13035
28099_1#54	4641652	4033889	585498	745	2093	0	20172
28099_1#55	4641652	4099606	509783	9212	1475	0	30788
28099_1#57	4641652	3858699	311549	897	83178	0	388226
28099_1#58	4641652	4099216	523804	1943	1674	0	16958
28099_1#59	4641652	4057065	544581	2280	2409	0	37597
28099_1#61	4641652	4279258	336482	377	1916	0	23996
28099_1#62	4641652	4057912	534190	836	9105	0	40445
28099_1#63	4641652	4128957	489333	2292	1602	0	21760
28099_1#65	4641652	3901268	690935	883	1298	0	48151
28099_1#66	4641652	4084662	528170	1765	1027	0	27793
28099_1#69	4641652	4270829	359928	485	1543	0	9352
28099_1#7	4641652	4206539	414136	380	1284	0	19693
28099_1#70	4641652	4049887	538188	3977	2534	0	51043
28099_1#71	4641652	4032796	584042	698	2141	0	22673
28099_1#73	4641652	4075654	530659	4241	2130	0	33209
28099_1#74	4641652	3861778	253714	452	118251	0	407909
28099_1#75	4641652	4143924	457222	7365	2581	0	37925
28099_1#77	4641652	4096853	515211	1125	2326	0	27262
28099_1#78	4641652	4158110	420955	358	2390	0	60197
28099_1#79	4641652	4207683	412630	366	1160	0	20179
28099_1#81	4641652	4279679	346656	360	1933	0	13384
28099_1#82	4641652	4046586	559376	8847	1528	0	34162
28099_1#83	4641652	4120625	486400	4440	2203	0	32424
28099_1#85	4641652	4205540	378988	367	4384	0	52740
28099_1#86	4641652	4125046	471156	2247	1971	0	43479
28099_1#87	4641652	4189004	425179	1989	1615	0	25854
28099_1#89	4641652	4209806	412120	371	984	0	18742
28099_1#90	4641652	4292853	280323	355	40635	0	27841
28099_1#91	4641652	3884016	705959	457	1382	0	50295
28099_1#93	4641652	4280898	346573	364	1946	0	12235
28099_1#94	4641652	4228969	283158	404	58671	0	70854
28099_1#95	4641652	3909026	664395	464	2223	0	66008
28099_1#98	4641652	4237488	386594	1571	1025	0	16545
28099_1#99	4641652	3875463	719919	444	1423	0	44847
28099_2#101	4641652	4155399	460517	345	2199	0	23537
28099_2#105	4641652	4204546	366681	349	5079	0	65346
28099_2#109	4641652	4263606	360127	353	2431	0	15488
28099_2#113	4641652	4157921	464441	344	2203	0	17087
28099_2#117	4641652	3905303	696188	465	1904	0	38257
28099_2#12	4641652	3886810	704001	677	2218	0	48623
28099_2#121	4641652	4275818	345490	363	1421	0	18923
28099_2#126	4641652	3893527	711287	436	1439	0	35399
28099_2#130	4641652	4288415	337895	357	984	0	14358
28099_2#138	4641652	3882326	708459	469	1858	0	49009
28099_2#142	4641652	4186304	431974	1814	958	0	22416
28099_2#146	4641652	4257761	370090	445	1445	0	12356
28099_2#150	4641652	4144424	482272	2322	1065	0	13891
28099_2#154	4641652	3907022	696791	461	2219	0	35620
28099_2#158	4641652	4256280	368310	351	2347	0	14715
28099_2#16	4641652	3888126	697388	435	1839	0	54299
28099_2#162	4641652	4051023	555587	2352	1955	0	33087
28099_2#166	4641652	4089555	522866	402	2164	0	27067
28099_2#170	4641652	3886032	713378	673	2220	0	40022
28099_2#174	4641652	3890769	713243	672	2082	0	35558
28099_2#178	4641652	4235861	321851	398	58604	0	25336
28099_2#182	4641652	3840860	754014	7396	2307	0	44471
28099_2#186	4641652	4177615	445173	1957	1005	0	17859
28099_2#190	4641652	4072051	529692	2364	2967	0	36942
28099_2#194	4641652	4075383	530605	3927	2124	0	33540
28099_2#198	4641652	4089737	514402	4027	2787	0	34726
28099_2#206	4641652	4158959	462424	328	2123	0	18146
28099_2#210	4641652	4289688	339587	343	1000	0	11377
28099_2#215	4641652	3844481	755547	7388	2008	0	39616
28099_2#219	4641652	3914318	688421	438	1748	0	37165
28099_2#223	4641652	4170149	333573	320	66816	0	71114
28099_2#227	4641652	4046571	570664	3620	2100	0	22317
28099_2#231	4641652	4087823	507571	8731	1970	0	44288
28099_2#235	4641652	3892299	712693	641	2118	0	34542
28099_2#239	4641652	4146935	472748	323	2250	0	19719
28099_2#24	4641652	4264886	363226	374	1457	0	12083
28099_2#243	4641652	4028623	585233	9495	1490	0	26306
28099_2#247	4641652	4031345	578581	7943	1925	0	29801
28099_2#251	4641652	4198773	310979	314	64084	0	67816
28099_2#255	4641652	3849654	754828	7311	2129	0	35041
28099_2#259	4641652	4240329	386055	387	1055	0	14213
28099_2#263	4641652	4204167	418234	325	1315	0	17936
28099_2#283	4641652	4097833	517972	319	2158	0	23689
28099_2#287	4641652	3848590	759328	7306	1902	0	31832
28099_2#291	4641652	4283931	343916	324	1117	0	12688
28099_2#295	4641652	4208251	413510	320	1307	0	18584
28099_2#299	4641652	4109163	506248	1717	1453	0	24788
28099_2#3	4641652	4242755	376223	1248	2283	0	20391
28099_2#304	4641652	4268091	360405	415	853	0	12303
28099_2#308	4641652	4220534	267436	323	65533	0	88149
28099_2#316	4641652	4212225	412562	331	1292	0	15573
28099_2#32	4641652	4165647	446889	317	2014	0	27102
28099_2#320	4641652	3907676	698017	441	1371	0	34588
28099_2#36	4641652	4087125	531007	918	936	0	22584
28099_2#40	4641652	4051551	548043	3828	2682	0	39376
28099_2#44	4641652	4074985	544829	919	856	0	20982
28099_2#48	4641652	4263393	360884	385	1563	0	15812
28099_2#56	4641652	3841382	737202	7264	2286	0	60782
28099_2#60	4641652	4242229	380347	313	1597	0	17479
28099_2#64	4641652	4242900	383499	1167	1276	0	13977
28099_2#76	4641652	4155966	464234	311	2301	0	19151
28099_2#8	4641652	4206816	414439	360	889	0	19508
28099_2#80	4641652	3900154	696525	440	2014	0	42959
28099_2#84	4641652	4283209	339040	312	1376	0	18027
28099_2#88	4641652	4098033	508786	310	2267	0	32566
28099_2#92	4641652	4165621	452956	347	1317	0	21758
28099_2#96	4641652	3888124	707903	435	1802	0	43823
28099_2#97	4641652	4149449	472214	316	1659	0	18330
Reference	4641652	4641652	0	0	0	0	0
